date,SM,P_cm,PET_cm,LST,LAI,Sand,Silt,Clay,BD
2006/10/29,0.073020833,0.005183643,0.6378125,1,1.6,0.665,0.228,0.107,1.48
2006/10/30,0.0653625,7.99E-05,0.646875,1,1.5,0.665,0.228,0.107,1.48
2006/10/31,0.059475,0.000365079,0.6559375,1,1.4,0.665,0.228,0.107,1.48
2006/11/1,0.0554125,0.043478169,0.665,1,1.3,0.665,0.228,0.107,1.48
2006/11/2,0.052783333,0.00629425,0.66,1,1.4,0.665,0.228,0.107,1.48
2006/11/3,0.048929167,0.000128656,0.655,1,1.5,0.665,0.228,0.107,1.48
2006/11/4,0.045058333,0,0.65,1,1.6,0.665,0.228,0.107,1.48
2006/11/5,0.041845833,0,0.645,1,1.7,0.665,0.228,0.107,1.48
2006/11/6,0.0385,0,0.64,1,1.525,0.665,0.228,0.107,1.48
2006/11/7,0.0354625,0.000215118,0.635,1,1.35,0.665,0.228,0.107,1.48
2006/11/8,0.033304167,0.000172458,0.63,1,1.175,0.665,0.228,0.107,1.48
2006/11/9,0.031116667,0.000171086,0.625,1,1,0.665,0.228,0.107,1.48
2006/11/10,0.0290625,0.000172257,0.6309375,1,1.075,0.665,0.228,0.107,1.48
2006/11/11,0.0273875,0.000127554,0.636875,1,1.15,0.665,0.228,0.107,1.48
2006/11/12,0.025666667,0.000143349,0.6428125,1,1.225,0.665,0.228,0.107,1.48
2006/11/13,0.023920833,0.000214227,0.64875,1,1.3,0.665,0.228,0.107,1.48
2006/11/14,0.022291667,0.000170469,0.6546875,1,1.3,0.665,0.228,0.107,1.48
2006/11/15,0.020958333,0.000171363,0.660625,1,1.3,0.665,0.228,0.107,1.48
2006/11/16,0.019608333,4.38E-05,0.6665625,1,1.3,0.665,0.228,0.107,1.48
2006/11/17,0.018445833,0.000128448,0.6725,1,1.3,0.665,0.228,0.107,1.48
2006/11/18,0.017529167,0,0.68390625,1,1.175,0.665,0.228,0.107,1.48
2006/11/19,0.016608333,0,0.6953125,1,1.05,0.665,0.228,0.107,1.48
2006/11/20,0.01595,8.41E-05,0.70671875,1,0.925,0.665,0.228,0.107,1.48
2006/11/21,0.01545,2.30E-06,0.718125,1,0.8,0.665,0.228,0.107,1.48
2006/11/22,0.014941667,0.000215709,0.72953125,1,0.825,0.665,0.228,0.107,1.48
2006/11/23,0.014208333,0.000129044,0.7409375,1,0.85,0.665,0.228,0.107,1.48
2006/11/24,0.013620833,0.000128825,0.75234375,1,0.875,0.665,0.228,0.107,1.48
2006/11/25,0.0131125,8.58E-05,0.76375,1,0.9,0.665,0.228,0.107,1.48
2006/11/26,0.012508333,8.58E-05,0.7584375,1,0.85,0.665,0.228,0.107,1.48
2006/11/27,0.011975,0.000129342,0.753125,1,0.8,0.665,0.228,0.107,1.48
2006/11/28,0.011520833,8.52E-05,0.7478125,1,0.75,0.665,0.228,0.107,1.48
2006/11/29,0.011354167,0,0.7425,1,0.7,0.665,0.228,0.107,1.48
2006/11/30,0.0111875,0,0.7371875,1,0.75,0.665,0.228,0.107,1.48
2006/12/1,0.011204167,8.52E-05,0.731875,1,0.8,0.665,0.228,0.107,1.48
2006/12/2,0.011020833,0.000172853,0.7265625,1,0.85,0.665,0.228,0.107,1.48
2006/12/3,0.010179167,0,0.72125,1,0.9,0.665,0.228,0.107,1.48
2006/12/4,0.009616667,0,0.71859375,1,0.875,0.665,0.228,0.107,1.48
2006/12/5,0.009029167,0.000255963,0.7159375,1,0.85,0.665,0.228,0.107,1.48
2006/12/6,0.008675,4.35E-05,0.71328125,1,0.825,0.665,0.228,0.107,1.48
2006/12/7,0.0085,0.000258618,0.710625,1,0.8,0.665,0.228,0.107,1.48
2006/12/8,0.008183333,0.000170426,0.70796875,1,0.75,0.665,0.228,0.107,1.48
2006/12/9,0.007870833,8.75E-05,0.7053125,1,0.7,0.665,0.228,0.107,1.48
2006/12/10,0.007883333,8.52E-05,0.70265625,1,0.65,0.665,0.228,0.107,1.48
2006/12/11,0.007829167,0,0.7,1,0.6,0.665,0.228,0.107,1.48
2006/12/12,0.0079,0.000257819,0.70765625,1,0.6,0.665,0.228,0.107,1.48
2006/12/13,0.008041667,0.00042739,0.7153125,1,0.6,0.665,0.228,0.107,1.48
2006/12/14,0.007995833,0.000129207,0.72296875,1,0.6,0.665,0.228,0.107,1.48
2006/12/15,0.007554167,8.37E-05,0.730625,1,0.6,0.665,0.228,0.107,1.48
2006/12/16,0.007325,0,0.73828125,1,0.6,0.665,0.228,0.107,1.48
2006/12/17,0.0073,0.000212741,0.7459375,1,0.6,0.665,0.228,0.107,1.48
2006/12/18,0.007295833,8.70E-05,0.75359375,1,0.6,0.665,0.228,0.107,1.48
2006/12/19,0.007233333,8.52E-05,0.76125,1,0.6,0.665,0.228,0.107,1.48
2006/12/20,0.0072375,0.000129044,0.72953125,1,0.6,0.665,0.228,0.107,1.48
2006/12/21,0.006858333,8.52E-05,0.6978125,1,0.6,0.665,0.228,0.107,1.48
2006/12/22,0.006566667,0,0.66609375,1,0.6,0.665,0.228,0.107,1.48
2006/12/23,0.00605,0.000171065,0.634375,1,0.6,0.665,0.228,0.107,1.48
2006/12/24,0.005770833,0.00017228,0.60265625,1,0.55,0.665,0.228,0.107,1.48
2006/12/25,0.005383333,0,0.5709375,1,0.5,0.665,0.228,0.107,1.48
2006/12/26,0.005091667,0.000128671,0.53921875,1,0.45,0.665,0.228,0.107,1.48
2006/12/27,0.004829167,0.000343295,0.5075,1,0.4,0.665,0.228,0.107,1.48
2006/12/28,0.004625,8.68E-05,0.5515,1,0.35,0.665,0.228,0.107,1.48
2006/12/29,0.004704167,8.52E-05,0.5955,1,0.3,0.665,0.228,0.107,1.48
2006/12/30,0.004775,0.00012879,0.6395,1,0.25,0.665,0.228,0.107,1.48
